state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Kerala,Ernakulam,Perumbavoor,Mango (Raw-Ripe),Mango - Raw-Ripe,15/01/2021,3000,4000,3500
Kerala,Ernakulam,Perumbavoor,Onion,Onion,15/01/2021,2500,3500,3000
Kerala,Ernakulam,Perumbavoor,Pineapple,Pine Apple,15/01/2021,1500,2500,2000
Kerala,Ernakulam,Perumbavoor,Potato,Potato,15/01/2021,2000,3000,2500
Kerala,Ernakulam,Perumbavoor,Pumpkin,Pumpkin,15/01/2021,1000,2000,1500
Kerala,Ernakulam,Perumbavoor,Snake gourd,Snakeguard,15/01/2021,1400,2400,2000
Kerala,Ernakulam,Perumbavoor,Tapioca,Tapioca,15/01/2021,1000,2000,1500
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,15/01/2021,1400,2400,1800
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,15/01/2021,2500,4000,3000
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,15/01/2021,2200,3000,2500
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,15/01/2021,3200,4000,3500
Kerala,Ernakulam,Thrippunithura,Banana - Green,Banana - Green,15/01/2021,2000,3300,2500
Kerala,Ernakulam,Thrippunithura,Beetroot,Beetroot,15/01/2021,3000,4000,3500
Kerala,Ernakulam,Thrippunithura,Bhindi(Ladies Finger),Bhindi,15/01/2021,6200,6800,6400
Kerala,Ernakulam,Thrippunithura,Bitter gourd,Bitter Gourd,15/01/2021,3500,5000,4000
Kerala,Ernakulam,Thrippunithura,Bottle gourd,Bottle Gourd,15/01/2021,3000,4000,3400
Kerala,Ernakulam,Thrippunithura,Brinjal,Brinjal,15/01/2021,3500,4000,3700
Kerala,Ernakulam,Thrippunithura,Cabbage,Cabbage,15/01/2021,3000,4000,3500
Kerala,Ernakulam,Thrippunithura,Capsicum,Capsicum,15/01/2021,6000,8000,7000
Kerala,Ernakulam,Thrippunithura,Carrot,Carrot,15/01/2021,3000,4000,3400
Kerala,Ernakulam,Thrippunithura,Cauliflower,Cauliflower,15/01/2021,3800,5000,4200
Kerala,Ernakulam,Thrippunithura,Colacasia,Other,15/01/2021,4000,5000,4400
Kerala,Ernakulam,Thrippunithura,Cowpea(Veg),Cowpea (Veg),15/01/2021,3000,4000,3400
Kerala,Ernakulam,Thrippunithura,Cucumbar(Kheera),Cucumbar,15/01/2021,2300,3000,2500
Kerala,Ernakulam,Thrippunithura,Drumstick,Drumstick,15/01/2021,12000,13000,12500
Kerala,Ernakulam,Thrippunithura,Ginger(Green),Green Ginger,15/01/2021,4000,7000,5000
Kerala,Ernakulam,Thrippunithura,Green Chilli,Green Chilly,15/01/2021,3000,5000,4000
Kerala,Ernakulam,Thrippunithura,Indian Beans (Seam),Other,15/01/2021,5800,6500,6000
Kerala,Ernakulam,Thrippunithura,Lemon,Other,15/01/2021,5000,6000,5500
Kerala,Ernakulam,Thrippunithura,Little gourd (Kundru),Other,15/01/2021,3800,4800,4200
Kerala,Ernakulam,Thrippunithura,Mango (Raw-Ripe),Mango - Raw-Ripe,15/01/2021,5500,6500,6000
Kerala,Ernakulam,Thrippunithura,Onion,Small,15/01/2021,3600,4000,3800
Kerala,Ernakulam,Thrippunithura,Pineapple,Pine Apple,15/01/2021,2500,3500,3000
Kerala,Ernakulam,Thrippunithura,Potato,Potato,15/01/2021,3600,4000,3800
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,15/01/2021,1500,3000,2000
Kerala,Ernakulam,Thrippunithura,Snake gourd,Snakeguard,15/01/2021,3000,4000,3500
Kerala,Ernakulam,Thrippunithura,Tomato,Tomato,15/01/2021,2500,3500,3000
Kerala,Idukki,Adimali,Amaranthus,Amaranthus,15/01/2021,2000,2000,2000
Kerala,Idukki,Adimali,Amphophalus,Amphophalus,15/01/2021,3600,3600,3600
Kerala,Idukki,Adimali,Arecanut(Betelnut/Supari),Other,15/01/2021,7000,7000,7000
Kerala,Idukki,Adimali,Ashgourd,Ashgourd,15/01/2021,3000,3000,3000
Kerala,Idukki,Adimali,Banana - Green,Banana - Green,15/01/2021,2500,2500,2500
Kerala,Idukki,Adimali,Bitter gourd,Bitter Gourd,15/01/2021,5000,5000,5000
Kerala,Idukki,Adimali,Bottle gourd,Bottle Gourd,15/01/2021,3000,3000,3000
Kerala,Idukki,Adimali,Drumstick,Drumstick,15/01/2021,12000,12000,12000
Kerala,Idukki,Adimali,Green Chilli,Green Chilly,15/01/2021,6000,6000,6000
Kerala,Idukki,Adimali,Mango,Other,15/01/2021,7000,7000,7000
Kerala,Idukki,Adimali,Tapioca,Tapioca,15/01/2021,2000,2000,2000
Kerala,Kannur,Payyannur,Amaranthus,Other,15/01/2021,3300,3500,3400
Kerala,Kannur,Payyannur,Arecanut(Betelnut/Supari),Other,15/01/2021,32000,34000,33000
Kerala,Kannur,Payyannur,Ashgourd,Other,15/01/2021,1500,1700,1600
Kerala,Kannur,Payyannur,Banana,Other,15/01/2021,2300,2500,2400
Kerala,Kannur,Payyannur,Banana,Other,15/01/2021,1700,1900,1800
Kerala,Kannur,Payyannur,Banana,Other,15/01/2021,2000,2200,2100
Kerala,Kannur,Payyannur,Black pepper,Other,15/01/2021,30500,32500,31500
Kerala,Kannur,Payyannur,Copra,other,15/01/2021,11500,11700,11600
Kerala,Kannur,Payyannur,Cucumbar(Kheera),Other,15/01/2021,1900,2100,2000
Kerala,Kannur,Payyannur,Pumpkin,Other,15/01/2021,1500,1700,1600
Kerala,Kannur,Payyannur,Tapioca,Other,15/01/2021,1700,1900,1800
Kerala,Kasargod,Kanjangadu,Amaranthus,Other,15/01/2021,3400,4000,3600
Kerala,Kasargod,Kanjangadu,Arecanut(Betelnut/Supari),Other,15/01/2021,32800,33400,33000
Kerala,Kasargod,Kanjangadu,Ashgourd,Ashgourd,15/01/2021,1400,2000,1600
Kerala,Kasargod,Kanjangadu,Banana,Other,15/01/2021,4700,5500,5000
Kerala,Kasargod,Kanjangadu,Banana,Other,15/01/2021,2300,3000,2500
Kerala,Kasargod,Kanjangadu,Banana - Green,Banana - Green,15/01/2021,1800,2400,2000
Kerala,Kasargod,Kanjangadu,Bhindi(Ladies Finger),Bhindi,15/01/2021,4200,5000,4500
Kerala,Kasargod,Kanjangadu,Bitter gourd,Bitter Gourd,15/01/2021,3000,3600,3200
Kerala,Kasargod,Kanjangadu,Black pepper,Other,15/01/2021,30800,31500,31000
Kerala,Kasargod,Kanjangadu,Brinjal,Brinjal,15/01/2021,3000,3600,3200
Kerala,Kasargod,Kanjangadu,Cabbage,Cabbage,15/01/2021,1400,2000,1600
Kerala,Kasargod,Kanjangadu,Cauliflower,Cauliflower,15/01/2021,2300,3000,2500
Kerala,Kasargod,Kanjangadu,Coconut Oil,Other,15/01/2021,22100,22600,22300
Kerala,Kasargod,Kanjangadu,Coconut Seed,Other,15/01/2021,3700,4100,3900
Kerala,Kasargod,Kanjangadu,Copra,other,15/01/2021,12100,12600,12300
Kerala,Kasargod,Kanjangadu,Cowpea(Veg),Cowpea (Veg),15/01/2021,3800,4600,4000
Kerala,Kasargod,Kanjangadu,Cucumbar(Kheera),Cucumbar,15/01/2021,1600,2200,1800
Kerala,Kasargod,Kanjangadu,Drumstick,Drumstick,15/01/2021,13800,14400,14000
Kerala,Kasargod,Kanjangadu,Elephant Yam (Suran),Other,15/01/2021,2000,2600,2200
Kerala,Kasargod,Kanjangadu,Ginger(Green),Green Ginger,15/01/2021,3700,4500,4000
Kerala,Kasargod,Kanjangadu,Green Chilli,Green Chilly,15/01/2021,3300,4000,3500
Kerala,Kasargod,Kanjangadu,Little gourd (Kundru),Other,15/01/2021,2800,3600,3000
Kerala,Kasargod,Kanjangadu,Onion,Big,15/01/2021,3800,4400,4000
Kerala,Kasargod,Kanjangadu,Potato,Potato,15/01/2021,2600,3100,2800
Kerala,Kasargod,Kanjangadu,Pumpkin,Pumpkin,15/01/2021,1300,2000,1500
Kerala,Kasargod,Kanjangadu,Ridge gourd(Tori),Ridgeguard(Tori),15/01/2021,3300,4000,3500
Kerala,Kasargod,Kanjangadu,Snake gourd,Snakeguard,15/01/2021,2700,3600,3000
Kerala,Kasargod,Kanjangadu,Tapioca,Other,15/01/2021,1600,2200,1800
Kerala,Kasargod,Kanjangadu,Tomato,Tomato,15/01/2021,1000,1600,1200
Kerala,Kollam,Anchal,Amaranthus,Other,15/01/2021,4500,4700,4600
Kerala,Kollam,Anchal,Ashgourd,Other,15/01/2021,1600,1800,1700
Kerala,Kollam,Anchal,Banana,Nendra Bale,15/01/2021,6000,6200,6100
Kerala,Kollam,Anchal,Banana,Palayamthodan,15/01/2021,4500,4700,4600
Kerala,Kollam,Anchal,Banana,Poovan,15/01/2021,7500,7700,7600
Kerala,Kollam,Anchal,Banana,Red Banana,15/01/2021,5000,5200,5100
Kerala,Kollam,Anchal,Banana,Robusta,15/01/2021,3300,3500,3400
Kerala,Kollam,Anchal,Beetroot,Other,15/01/2021,3500,3700,3600
Kerala,Kollam,Anchal,Bhindi(Ladies Finger),Other,15/01/2021,5600,5800,5700
Kerala,Kollam,Anchal,Bitter gourd,Other,15/01/2021,8000,8200,8100
Kerala,Kollam,Anchal,Bottle gourd,Other,15/01/2021,1500,1700,1600
Kerala,Kollam,Anchal,Brinjal,Brinjal,15/01/2021,4700,4900,4800
Kerala,Kollam,Anchal,Cabbage,Other,15/01/2021,3800,4000,3900
Kerala,Kollam,Anchal,Capsicum,Capsicum,15/01/2021,8700,8900,8800
Kerala,Kollam,Anchal,Carrot,Carrot,15/01/2021,3200,3400,3300
Kerala,Kollam,Anchal,Cauliflower,Cauliflower,15/01/2021,3200,3400,3300
Kerala,Kollam,Anchal,Colacasia,Other,15/01/2021,5000,5200,5100
Kerala,Kollam,Anchal,Cucumbar(Kheera),Other,15/01/2021,2500,2700,2600
Kerala,Kollam,Anchal,Drumstick,Other,15/01/2021,11000,11200,11100
Kerala,Kollam,Anchal,Onion,Other,15/01/2021,8300,8500,8400
Kerala,Kollam,Anchal,Potato,Other,15/01/2021,3800,4000,3900
Kerala,Kollam,Anchal,Pumpkin,Other,15/01/2021,2500,2700,2600
Kerala,Kollam,Anchal,Snake gourd,Other,15/01/2021,4400,4600,4500
Kerala,Kollam,Anchal,Tomato,Other,15/01/2021,5500,5700,5600
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,15/01/2021,3000,3400,3200
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,15/01/2021,1600,2000,1800
Kerala,Kollam,Chathanoor,Banana,Poovan,15/01/2021,4300,4700,4500
Kerala,Kollam,Chathanoor,Banana,Red Banana,15/01/2021,4000,4400,4200
Kerala,Kollam,Chathanoor,Banana,Robusta,15/01/2021,1300,1700,1500
Kerala,Kollam,Chathanoor,Banana - Green,Other,15/01/2021,1800,2200,2000
Kerala,Kollam,Chathanoor,Bitter gourd,Other,15/01/2021,7800,8200,8000
Kerala,Kollam,Chathanoor,Brinjal,Other,15/01/2021,4300,4700,4500
Kerala,Kollam,Chathanoor,Cowpea(Veg),Other,15/01/2021,8800,9200,9000
Kerala,Kollam,Chathanoor,Snake gourd,Other,15/01/2021,3300,3700,3500
Kerala,Kottayam,Athirampuzha,Ashgourd,Ashgourd,15/01/2021,1000,1200,1100
Kerala,Kottayam,Athirampuzha,Banana,Banana - Ripe,15/01/2021,2500,2700,2600
Kerala,Kottayam,Athirampuzha,Banana,Poovan,15/01/2021,3000,3200,3100
Kerala,Kottayam,Athirampuzha,Banana - Green,Banana - Green,15/01/2021,2500,2700,2600
Kerala,Kottayam,Athirampuzha,Beetroot,Beetroot,15/01/2021,2800,3000,2900
Kerala,Kottayam,Athirampuzha,Bhindi(Ladies Finger),Bhindi,15/01/2021,5600,5800,5700
Kerala,Kottayam,Athirampuzha,Bitter gourd,Bitter Gourd,15/01/2021,3000,3200,3100
Kerala,Kottayam,Athirampuzha,Bottle gourd,Bottle Gourd,15/01/2021,1800,2000,1900
Kerala,Kottayam,Athirampuzha,Brinjal,Brinjal,15/01/2021,3300,3500,3400
Kerala,Kottayam,Athirampuzha,Cabbage,Cabbage,15/01/2021,2000,2200,2100
Kerala,Kottayam,Athirampuzha,Carrot,Carrot,15/01/2021,2800,3000,2900
Kerala,Kottayam,Athirampuzha,Cauliflower,Cauliflower,15/01/2021,2800,3000,2900
Kerala,Kottayam,Athirampuzha,Coconut,Other,15/01/2021,4900,5100,5000
Kerala,Kottayam,Athirampuzha,Colacasia,Other,15/01/2021,3300,3500,3400
Kerala,Kottayam,Athirampuzha,Cowpea(Veg),Cowpea (Veg),15/01/2021,3800,4000,3900
Kerala,Kottayam,Athirampuzha,Cucumbar(Kheera),Cucumbar,15/01/2021,1600,1800,1700
Kerala,Kottayam,Athirampuzha,Drumstick,Drumstick,15/01/2021,12800,13000,12900
Kerala,Kottayam,Athirampuzha,Garlic,Garlic,15/01/2021,9300,9500,9400
Kerala,Kottayam,Athirampuzha,Ginger(Green),Green Ginger,15/01/2021,4300,4500,4400
Kerala,Kottayam,Athirampuzha,Green Chilli,Green Chilly,15/01/2021,3200,3400,3300
Kerala,Kottayam,Athirampuzha,Lemon,Other,15/01/2021,3800,4000,3900
Kerala,Kottayam,Athirampuzha,Little gourd (Kundru),Other,15/01/2021,2800,3000,2900
Kerala,Kottayam,Athirampuzha,Mango (Raw-Ripe),Mango - Raw-Ripe,15/01/2021,4600,4800,4700
Kerala,Kottayam,Athirampuzha,Onion,Big,15/01/2021,3800,4000,3900
Kerala,Kottayam,Athirampuzha,Onion,Onion,15/01/2021,5800,6000,5900
Kerala,Kottayam,Athirampuzha,Pineapple,Other,15/01/2021,2300,2500,2400
Kerala,Kottayam,Athirampuzha,Potato,Potato,15/01/2021,3200,3400,3300
Kerala,Kottayam,Athirampuzha,Pumpkin,Pumpkin,15/01/2021,1000,1200,1100
Kerala,Kottayam,Athirampuzha,Snake gourd,Snakeguard,15/01/2021,1500,1700,1600
Kerala,Kottayam,Athirampuzha,Tomato,Tomato,15/01/2021,1800,2000,1900
Kerala,Kozhikode(Calicut),Kallachi,Amaranthus,Amaranthus,15/01/2021,2600,3000,2800
Kerala,Kozhikode(Calicut),Kallachi,Amphophalus,Amphophalus,15/01/2021,1800,2200,2000
Kerala,Kozhikode(Calicut),Kallachi,Ashgourd,Ashgourd,15/01/2021,1000,1400,1200
Kerala,Kozhikode(Calicut),Kallachi,Banana,Nendra Bale,15/01/2021,2500,2900,2700
Kerala,Kozhikode(Calicut),Kallachi,Banana,Palayamthodan,15/01/2021,1800,2200,2000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,15/01/2021,4000,4400,4200
Kerala,Kozhikode(Calicut),Kallachi,Beetroot,Beetroot,15/01/2021,3400,3800,3600
Kerala,Kozhikode(Calicut),Kallachi,Bitter gourd,Bitter Gourd,15/01/2021,3300,3700,3500
Kerala,Kozhikode(Calicut),Kallachi,Bottle gourd,Bottle Gourd,15/01/2021,2600,3000,2800
Kerala,Kozhikode(Calicut),Kallachi,Brinjal,Brinjal,15/01/2021,1800,2200,2000
Kerala,Kozhikode(Calicut),Kallachi,Cabbage,Cabbage,15/01/2021,1600,2000,1800
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,15/01/2021,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Cluster beans,Cluster Beans,15/01/2021,3400,3800,3600
Kerala,Kozhikode(Calicut),Kallachi,Cowpea(Veg),Cowpea (Veg),15/01/2021,3800,4200,4000
Kerala,Kozhikode(Calicut),Kallachi,Ginger(Green),Green Ginger,15/01/2021,4800,5200,5000
Kerala,Kozhikode(Calicut),Kallachi,Green Chilli,Green Chilly,15/01/2021,3200,3600,3400
Kerala,Kozhikode(Calicut),Kallachi,Onion,Other,15/01/2021,3800,4200,4000
Kerala,Kozhikode(Calicut),Kallachi,Potato,Other,15/01/2021,2400,2800,2600
Kerala,Kozhikode(Calicut),Kallachi,Pumpkin,Pumpkin,15/01/2021,1000,1400,1200
Kerala,Kozhikode(Calicut),Kallachi,Snake gourd,Snakeguard,15/01/2021,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Tomato,Tomato,15/01/2021,1700,2100,1900
Kerala,Kozhikode(Calicut),Mukkom,Amaranthus,Amaranthus,15/01/2021,1200,1600,1400
Kerala,Kozhikode(Calicut),Mukkom,Amphophalus,Amphophalus,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Apple,Other,15/01/2021,9000,10000,9500
Kerala,Kozhikode(Calicut),Mukkom,Ashgourd,Other,15/01/2021,1200,1600,1400
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,15/01/2021,2600,3000,2800
Kerala,Kozhikode(Calicut),Mukkom,Banana - Green,Banana - Green,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Beetroot,Beetroot,15/01/2021,1600,2000,1800
Kerala,Kozhikode(Calicut),Mukkom,Bhindi(Ladies Finger),Bhindi,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Bitter gourd,Bitter Gourd,15/01/2021,3200,3600,3400
Kerala,Kozhikode(Calicut),Mukkom,Bottle gourd,Bottle Gourd,15/01/2021,1200,1600,1400
Kerala,Kozhikode(Calicut),Mukkom,Brinjal,Brinjal,15/01/2021,1600,2000,1800
Kerala,Kozhikode(Calicut),Mukkom,Cabbage,Cabbage,15/01/2021,1200,1600,1400
Kerala,Kozhikode(Calicut),Mukkom,Carrot,Carrot,15/01/2021,3200,3600,3400
Kerala,Kozhikode(Calicut),Mukkom,Coconut Seed,Other,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Cowpea(Veg),Cowpea (Veg),15/01/2021,3600,4000,3800
Kerala,Kozhikode(Calicut),Mukkom,Cucumbar(Kheera),Cucumbar,15/01/2021,1200,1600,1400
Kerala,Kozhikode(Calicut),Mukkom,Drumstick,Drumstick,15/01/2021,3600,4000,3800
Kerala,Kozhikode(Calicut),Mukkom,French Beans (Frasbean),Other,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Ginger(Green),Green Ginger,15/01/2021,7000,8000,7500
Kerala,Kozhikode(Calicut),Mukkom,Grapes,Other,15/01/2021,9000,10000,9500
Kerala,Kozhikode(Calicut),Mukkom,Green Chilli,Green Chilly,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Onion,Onion,15/01/2021,2600,3000,2800
Kerala,Kozhikode(Calicut),Mukkom,Orange,Other,15/01/2021,4000,5000,4500
Kerala,Kozhikode(Calicut),Mukkom,Pineapple,Other,15/01/2021,2200,2600,2400
Kerala,Kozhikode(Calicut),Mukkom,Potato,Other,15/01/2021,2600,3000,2800
Kerala,Kozhikode(Calicut),Mukkom,Pumpkin,Pumpkin,15/01/2021,1400,1800,1600
Kerala,Kozhikode(Calicut),Mukkom,Snake gourd,Snakeguard,15/01/2021,1600,2000,1800
Kerala,Kozhikode(Calicut),Palayam,Amaranthus,Other,15/01/2021,2100,2300,2200
Kerala,Kozhikode(Calicut),Palayam,Amphophalus,Other,15/01/2021,1500,1700,1600
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,15/01/2021,600,800,700
Kerala,Kozhikode(Calicut),Palayam,Banana - Green,Other,15/01/2021,1800,2000,1900
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,15/01/2021,2900,3100,3000
Kerala,Kozhikode(Calicut),Palayam,Bhindi(Ladies Finger),Other,15/01/2021,5400,5600,5500
Kerala,Kozhikode(Calicut),Palayam,Bitter gourd,Bitter Gourd,15/01/2021,2600,2800,2700
Kerala,Kozhikode(Calicut),Palayam,Bottle gourd,Other,15/01/2021,1900,2100,2000
Kerala,Kozhikode(Calicut),Palayam,Brinjal,Other,15/01/2021,1400,1600,1500
Kerala,Kozhikode(Calicut),Palayam,Cabbage,Other,15/01/2021,1100,1300,1200
Kerala,Kozhikode(Calicut),Palayam,Carrot,Other,15/01/2021,2100,2300,2200
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,15/01/2021,1400,1600,1500
Kerala,Kozhikode(Calicut),Palayam,Cluster beans,Other,15/01/2021,1700,1900,1800
Kerala,Kozhikode(Calicut),Palayam,Coconut Seed,Other,15/01/2021,4200,4400,4300
Kerala,Kozhikode(Calicut),Palayam,Cowpea(Veg),Other,15/01/2021,3400,3600,3500
Kerala,Kozhikode(Calicut),Palayam,Cucumbar(Kheera),Other,15/01/2021,1200,1400,1300
Kerala,Kozhikode(Calicut),Palayam,Drumstick,Other,15/01/2021,12400,12600,12500
Kerala,Kozhikode(Calicut),Palayam,French Beans (Frasbean),Other,15/01/2021,3900,4100,4000
Kerala,Kozhikode(Calicut),Palayam,Ginger(Green),Other,15/01/2021,5400,5600,5500
Kerala,Kozhikode(Calicut),Palayam,Green Chilli,Other,15/01/2021,2400,2600,2500
Kerala,Kozhikode(Calicut),Palayam,Onion,Other,15/01/2021,3300,3500,3400
Kerala,Kozhikode(Calicut),Palayam,Potato,Other,15/01/2021,2100,2300,2200
Kerala,Kozhikode(Calicut),Palayam,Pumpkin,Other,15/01/2021,500,700,600
Kerala,Kozhikode(Calicut),Palayam,Raddish,Other,15/01/2021,1300,1500,1400
Kerala,Kozhikode(Calicut),Palayam,Snake gourd,Other,15/01/2021,1900,2100,2000
Kerala,Kozhikode(Calicut),Palayam,Tomato,Other,15/01/2021,1560,1660,1610
Kerala,Kozhikode(Calicut),Perambra,Amaranthus,Amaranthus,15/01/2021,2300,2700,2500
Kerala,Kozhikode(Calicut),Perambra,Bhindi(Ladies Finger),Other,15/01/2021,4500,4800,4700
Kerala,Kozhikode(Calicut),Perambra,Bitter gourd,Other,15/01/2021,2900,3300,3000
Kerala,Kozhikode(Calicut),Perambra,Brinjal,Other,15/01/2021,1900,2200,2000
Kerala,Kozhikode(Calicut),Perambra,Carrot,Other,15/01/2021,2600,3000,2800
Kerala,Kozhikode(Calicut),Perambra,Cluster beans,Other,15/01/2021,3000,3400,3300
Kerala,Kozhikode(Calicut),Quilandy,Amaranthus,Other,15/01/2021,2000,2200,2000
Kerala,Kozhikode(Calicut),Quilandy,Amphophalus,Other,15/01/2021,2000,2200,2100
Kerala,Kozhikode(Calicut),Quilandy,Ashgourd,Other,15/01/2021,900,1000,1000
Kerala,Kozhikode(Calicut),Quilandy,Banana - Green,Other,15/01/2021,2000,2200,2000
Kerala,Kozhikode(Calicut),Quilandy,Beetroot,Other,15/01/2021,3500,3700,3600
Kerala,Kozhikode(Calicut),Quilandy,Bhindi(Ladies Finger),Other,15/01/2021,4900,5200,5000
Kerala,Kozhikode(Calicut),Quilandy,Bitter gourd,Other,15/01/2021,2900,3200,3000
Kerala,Kozhikode(Calicut),Quilandy,Brinjal,Other,15/01/2021,1800,2000,1800
Kerala,Kozhikode(Calicut),Quilandy,Cabbage,Other,15/01/2021,1400,1500,1400
Kerala,Kozhikode(Calicut),Quilandy,Carrot,Other,15/01/2021,2900,3200,3000
Kerala,Kozhikode(Calicut),Quilandy,Cauliflower,Other,15/01/2021,2200,2500,2500
Kerala,Kozhikode(Calicut),Quilandy,Cluster beans,Other,15/01/2021,2200,2500,2400
Kerala,Kozhikode(Calicut),Quilandy,Coriander(Leaves),Other,15/01/2021,5000,5500,5000
Kerala,Kozhikode(Calicut),Quilandy,Cowpea(Veg),Other,15/01/2021,3800,4000,4000
Kerala,Kozhikode(Calicut),Quilandy,Cucumbar(Kheera),Other,15/01/2021,1800,2000,2000
Kerala,Kozhikode(Calicut),Quilandy,French Beans (Frasbean),Other,15/01/2021,2200,2500,2300
Kerala,Kozhikode(Calicut),Quilandy,Ginger(Green),Other,15/01/2021,4000,4500,4000
Kerala,Kozhikode(Calicut),Quilandy,Green Chilli,Other,15/01/2021,2500,2800,2600
Kerala,Kozhikode(Calicut),Quilandy,Pumpkin,Other,15/01/2021,1100,1200,1100
Kerala,Kozhikode(Calicut),Quilandy,Snake gourd,Other,15/01/2021,2500,2600,2500
Kerala,Kozhikode(Calicut),Quilandy,Tomato,Other,15/01/2021,1300,1400,1300
Kerala,Palakad,Koduvayoor,Ashgourd,Other,15/01/2021,1000,1500,1300
Kerala,Palakad,Koduvayoor,Banana,Nendra Bale,15/01/2021,2000,2700,2400
Kerala,Palakad,Koduvayoor,Banana,Palayamthodan,15/01/2021,1800,2600,2200
Kerala,Palakad,Koduvayoor,Banana,Poovan,15/01/2021,3000,3600,3400
Kerala,Palakad,Koduvayoor,Beetroot,Other,15/01/2021,2400,2800,2600
Kerala,Palakad,Koduvayoor,Bhindi(Ladies Finger),Other,15/01/2021,5800,6400,6200
Kerala,Palakad,Koduvayoor,Bitter gourd,Other,15/01/2021,3200,3800,3600
Kerala,Palakad,Koduvayoor,Bottle gourd,Other,15/01/2021,2400,2800,2600
Kerala,Palakad,Koduvayoor,Brinjal,Other,15/01/2021,2500,3000,2800
Kerala,Palakad,Koduvayoor,Cabbage,Other,15/01/2021,1300,1800,1500
Kerala,Palakad,Koduvayoor,Carrot,Other,15/01/2021,2800,3400,3200
Kerala,Palakad,Koduvayoor,Cauliflower,Other,15/01/2021,2200,2800,2600
Kerala,Palakad,Koduvayoor,Chili Red,Other,15/01/2021,12000,12600,12300
Kerala,Palakad,Koduvayoor,Cluster beans,Other,15/01/2021,3000,3700,3400
Kerala,Palakad,Koduvayoor,Colacasia,Other,15/01/2021,3400,3800,3600
Kerala,Palakad,Koduvayoor,Cowpea(Veg),Other,15/01/2021,3000,3700,3400
Kerala,Palakad,Koduvayoor,Cucumbar(Kheera),Cucumbar,15/01/2021,1800,2500,2200
Kerala,Palakad,Koduvayoor,Drumstick,Other,15/01/2021,12500,13000,12800
Kerala,Palakad,Koduvayoor,Elephant Yam (Suran),Other,15/01/2021,1600,2000,1800
Kerala,Palakad,Koduvayoor,French Beans (Frasbean),Other,15/01/2021,3800,4400,4000
Kerala,Palakad,Koduvayoor,Garlic,Other,15/01/2021,14000,14700,14500
Kerala,Palakad,Koduvayoor,Ginger(Green),Other,15/01/2021,3000,3600,3300
Kerala,Palakad,Koduvayoor,Green Avare (W),Other,15/01/2021,3800,4500,4200
Kerala,Palakad,Koduvayoor,Green Chilli,Other,15/01/2021,3000,3700,3400
Kerala,Palakad,Koduvayoor,Lemon,Other,15/01/2021,3000,3700,3400
Kerala,Palakad,Koduvayoor,Lime,Other,15/01/2021,3500,4000,3800
Kerala,Palakad,Koduvayoor,Little gourd (Kundru),Other,15/01/2021,2400,2800,2600
Kerala,Palakad,Koduvayoor,Mango,Other,15/01/2021,4500,5000,4800
Kerala,Palakad,Koduvayoor,Onion,Big,15/01/2021,4200,4800,4600
Kerala,Palakad,Koduvayoor,Onion,Small,15/01/2021,7000,7700,7400
Kerala,Palakad,Koduvayoor,Pineapple,Other,15/01/2021,2800,3400,3200
Kerala,Palakad,Koduvayoor,Potato,Other,15/01/2021,3800,4400,4000
Kerala,Palakad,Koduvayoor,Pumpkin,Other,15/01/2021,800,1400,1200
Kerala,Palakad,Koduvayoor,Snake gourd,Other,15/01/2021,2000,2700,2400
Kerala,Palakad,Koduvayoor,Sweet Potato,Other,15/01/2021,2000,2800,2400
Kerala,Palakad,Koduvayoor,Tapioca,Other,15/01/2021,1800,2600,2200
Kerala,Palakad,Koduvayoor,Tomato,Other,15/01/2021,1000,1700,1500
Kerala,Palakad,Palakkad,Amaranthus,Amaranthus,15/01/2021,2000,3000,2600
Kerala,Palakad,Palakkad,Amaranthus,Other,15/01/2021,2000,3000,2600
Kerala,Palakad,Palakkad,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),15/01/2021,9500,11000,10300
Kerala,Palakad,Palakkad,Ashgourd,Ashgourd,15/01/2021,700,1000,900
